Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],GDP by Country
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,31424774715.2503,29185227706.1047,32770575917.4607,34960184147.1978,50396527690.3868,222134599186.924,168564486625.026,144656607095.242,145317223261.027,131018133500.046,134041262796.611,137620710028.006,132645444778.802,146299168037.11,173821053311.182,181554251968.96,206736962646.8,206419302736.929,227772326360.289,256311555309.279,311522373743.726,372742440249.267,469295440463.001,1076979908548.03,1017844957897.42,977321951410.728,960023974850.292,1048863296886.91,1069700472074.97,1002567723026.3,1096038565477.42,1173302850133.18,6.96150271942613
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,49639453168.5075,52395188461.8993,52164084218.7527,63843359722.7925,80855093444.0352,152771439194.23,148794901041.192,151191821040.195,156911943796.002,176286391575.487,197350220193.491,190498314175.031,199980515581.862,232630137929.561,311717453836.691,318571678845.321,347408785784.605,350282700042.756,369953470614.084,409445511985.276,469274900285.052,539966731327.013,621350084131.204,1120464227677.34,1128875314597.24,1211573767471.71,1328753994737.09,1324642536591.81,1387560546701.72,1410929236494.53,1534883548261.97,1639926057562.36,6.72619324734328
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,80115065650.1676,80333811803.5791,83918830280.8608,97248051627.3532,129652908582.847,379740257647.273,319870919535.744,297176525826.322,303420381551.106,307389061412.182,331097179326.617,328077583890.664,332445061090.591,378625893677.558,484445538274.857,499098297624.174,553224994016.663,555728370769.76,596913956893.637,664923940273.576,780117195842.131,912147805680.734,1090624298175.4,2197444136225.37,2146720272494.66,2188895718882.44,2288777969587.38,2373505833478.72,2457261018776.69,2413496959520.84,2630947161900.7,2813266144561.78,6.84353364319864
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,346354817312.086,384985432823.906,442281525192.435,570027356655.588,670590593319.998,1392844983995.26,1279910481204.36,1336604317430.23,1446300965545.52,1540156977218.76,1625958434413.46,1773983340014.25,1891766247083.54,2036712896681.06,3361132425309.67,3106308288146.52,3410160195631.02,3524971410363.02,3736762127352.22,4257884246629.23,5117207890045.28,6172838531832.88,7448570230979.5,19775313806693.1,18549854155934.1,18593432462844.9,20629823637317.1,22621357448474.1,23047283010403.6,22525940505680.5,26827496302511.4,28078790059154.9,8.45251160573145
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,175240043825.86,195438627761.003,219799370310.715,292374754566.073,379037627171.514,829114297208.293,726344898907.75,764325858454.203,755896507938.208,765359263970.317,821438499128.091,900990448826.755,994835204858.415,1182388726802.35,2300623733039.1,2076139362655.01,2292616638222.34,2243442747463.76,2014495003952.93,2055791160220.78,2368190257952.28,2862846929424.86,3351829873357.01,6432625813025.44,5376540613253.84,5249746391043.57,5832610432359.4,5706087467774.46,5622813152782.54,4777568569259.72,5510523909432.78,6246621760429.05,6.87238339467352
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,143400008471.565,158746442517.717,180600747008.558,241708939206.433,317535791822.913,688972840488.123,595353311198.79,639292019906.351,629334804009.319,638062538337.663,699109189467.024,759914669809.624,863824214500.633,1037525767088.18,2007868542123.37,1779289107461.97,1968111942216.42,1913381580564.69,1720013397494.82,1759192766236.82,2007862301447.17,2431628661931.78,2837320247592.5,5407158752447.38,4595236035713.86,4465515336167.3,4980919738935.91,4836605850788.75,4769077474514.31,4020603113235.61,4624162365921.03,5300574665731.37,6.94217794984016
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,163035462319.482,181256770704.055,203566728912.764,273148758074.26,357287703638.824,784904152926.701,680609173310.114,714278722532.596,705537546137.029,711641297660.481,764012497642.108,838320487980.655,929914241888.605,1112474893935.63,2200298432576.23,1969284663624.85,2178185355320.65,2120324403166.21,1887242432115.4,1922534458021.38,2225384515789.76,2708927963301.15,3186236239229.97,6215504429530.99,5148471978658.52,5015399889886.8,5593216809529.63,5464428426578.1,5371331762438.8,4529215519228.92,5238233593531.77,5945540330771.45,6.91620953053782
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,112848745156.73,107374274962.509,107081110481.506,112104592681.827,120734699670.91,132694713024.303,146223434472.687,157936434389.626,183320992524.697,185798413620.169,190711896125.823,218551115853.245,213552754871.939,232634513018.36,260880555873.825,301221296680.884,355554375620.881,412394708354.565,985868650324.885,954995951520.475,990949126516.125,1104009004406.99,1088187940163.63,1142396570094.39,1162434896497.14,1266463101991.61,1416759808404.47,..
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,616281204931.797,663112078289.553,742014297845.549,946087039548.575,1199867355110.25,2691172713846.35,2600394883336.1,2677911888320.9,2775874534098.37,2891559004748.67,3007726506256.31,3180356207103.73,3321322715298.63,3826579677452.66,5566939484996.41,5452082318949.57,5957805404623.13,6012683195857.04,6164611646170.86,6945043770585.45,8241824349157.09,9810101604943.65,11639461030837,28140117982873,26681765753333.8,26916084709959.2,29590502584084.8,31364367229265.6,32110421084434.4,30983506895431.5,36537287030968.6,38687654409587.6,7.96071626872865
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,83082665445.0896,80808247585.4448,79897230355.1539,80959127303.0365,93711044717.6238,108569520029.568,96499580054.6314,106972330651.244,133152119892.907,155897783697.897,158734615370.086,186507132817.437,186458183385.339,200866631978.462,219319364793.514,257456872752.609,308114007902.306,356075978932.667,448530521691.197,449577756120.781,444439642488.111,491499092098.709,415816146816.49,442286990942.081,436035519309.06,467876851996.68,521634375508.578,..
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,164717108993.536,173885669458.291,188492876223.361,229847388939.662,301181598425.34,796818086583.595,796475352892.602,780993433162.384,836784764508.394,902375564002.84,886692535665.643,896894243934.223,884736574447.043,948098011389.766,1247921706311.47,1309601706378.84,1358443640078.61,1397363668383.97,1471118317178.78,1679995095258.56,1962071316276.55,2288548759444.82,2691387582865.31,5868162623218.58,5716557622624.56,5997917461749.4,6447085710234.66,6606760498754.65,6874526773448.24,6619062047763.54,7592013359834.72,8109649831658.54,7.4934239563319
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,55907595961.0765,66167288440.852,80153352071.2659,108540898880.856,202706813870.318,618158392045.232,625718271828.566,638070519986.112,654706689124.51,672465558770.203,619200038894.055,586915526240.98,609483584498.441,805603843643.189,868792917633.378,942196788206.791,1054434624566.13,1049626453935.2,1044708616047.07,1158767180290.35,1367527495933.23,1643484575866.91,1924931009374.37,3602485542648.46,3179422230864.32,3213372950118.37,3352271233734.46,3516514202416.88,3522808006382.47,3157878645367.9,3740992832406.26,4414423065617.28,8.40179263998414
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,37041045402.7119,42465877969.7781,50671066925.6765,67263875069.5743,102537786306.18,306280754022.574,344207728574.366,364418541881.349,397323233713.946,446510193616.138,390485215638.734,358479455706.056,360489945430.169,507141220137.504,465947519773.797,506226639650.335,536175306891.651,542328469799.707,528297275874.736,577707880430.595,685783572798.75,808536284369.615,942305915002.969,1600856731724.61,1439069681066.11,1475844914342.24,1476907778479.73,1400046333583.24,1408624610717.23,1284929306042.49,1507013655174.51,1676993028171.17,7.33217494518776
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,36710422417.9727,42086833718.4269,50218784350.9072,66663487502.2462,101622548936.702,303546936551.653,341135380443.953,361165794970.424,393776784308.738,442524708559.633,386999801388.478,355279720214.667,357272264599.868,502614551355.261,461879719773.796,501955439650.334,531861706891.651,538324769799.706,524741475874.735,573739880430.595,681180472798.75,803410584369.615,936957615002.969,1586867031724.61,1425097281066.11,1460439514342.24,1460779778479.73,1383769733583.24,1391491110717.23,1269397606042.49,1488905605615.52,1657891406469.57,7.327386793299
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,594602858158.583,639144217439.173,715919582279.353,914833294251.137,1161069117578.99,2609362555753.73,2520772212451.61,2599512223206.92,2696619172045.72,2798928238733.82,2899470710783.83,3084956766681.63,3216442505896.83,3697346151633.17,5414212859323.65,5297090345599.22,5776761011405.62,5831560036561.63,5970192042162.19,6732418464358.17,7992081898929.68,9511305976468.14,11293666564845.1,27693615809487.3,26235141991923.6,26474239454559.9,29101978685393.7,30947243041064.9,31667498458543.1,30547251417512,36066152279426.7,38164267887582.5,8.00338700733528
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1161681557632.31,1264666514680.04,1392809248873.62,1557411142644.97,1706501904010.36,3659213403680.76,3976790396303.07,4395326572390.41,4706202530269.8,4959819231231.83,5289651428003.93,5747232777228.07,6210306867066.47,6560825464840.25,9699946684246.95,10312908917711.9,10999201631931.6,11324572986044.5,11693699517098,12356169212634.8,13248368139278.3,14217175927778.7,15140995757591,19362844040439.9,19769184098217.1,20230005494907.4,21133744509244.1,22265581227435.8,23132124767672.5,22714959162302.7,25323694505423.9,27610090523673.8,6.0929090971308
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,2404686247123.15,2662824955390.38,3088752725507.64,3731756890937.93,4181384546714.57,8868580154612.23,9158864455518.78,9578521106787.23,10088394120629.9,12218980287921,14150712774129.5,15950200829698.4,16691782038666.2,18803260663340.5,25745258707977.1,27041441623625.9,27635544739434.9,27374583037446.8,28563009910366.6,31951205451316.3,35572822806798,37609340450462.9,39674408824856.5,50278943454195.9,47411160772825.3,48327404425594.2,50447226919268.8,53371534234287,53878159069137.1,52536127270671.7,58363931312919,59596537275134.1,6.17341930096607
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,3136792480.76254,3723790335.19266,4506983784.26746,6529982802.21482,12038470436.9046,35595407219.9606,33626483058.6808,33869280908.774,32188255618.6667,32597410212.0078,38688149559.6568,43466381093.6966,45513212160.6857,54470069179.1872,75274017479.7836,81019607839.7913,91702715004.0869,91249698436.2783,98381529622.5164,122230903916.669,151646041505.879,183677137343.925,215631597860.036,446620927907.665,370450170724.575,366511615959.013,399126295563.396,443078577997.35,434119014495.412,378201169802.007,455685066365.311,529870616389.929,9.86429246507006
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,..,437447620.764458,525633220.164563,716679448.462441,1018241425.38159,1974341177.52976,1877614434.11896,1979416202.74968,1873326939.43913,2042414180.8416,1987651802.79028,2033226609.27515,2103611296.06693,2354687132.6293,3413058275.88344,3750909585.16367,3435656384.27036,3389381091.62141,3558832752.24353,4239178866.18672,4877982920.27536,5419134368.67107,5688864951.42203,9263444823.68462,9054327014.3613,9504027364.77267,10256678899.6612,10760671502.4149,10739835368.721,9531900179.0281,9475964549.32853,10226024919.578,..
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,2342412592303.54,2597096522533.51,3012720085617.16,3637412282740.7,4062269107213.96,8601100602982.9,8926201078130.69,9328457473003.21,9822918990615.55,12002144837791.7,13915782174308.4,15676188303230.4,16372697957121.3,18377400960323.7,24709296714162.2,25946742047303.9,26399173716297.8,26142575385623.5,27268467106808.1,30572525993654.8,33971626447174.6,35742710396564.5,37604948564769.3,47148786960027.8,44585851713476,45593085156267.7,47535727573455.9,50385041767149.8,50880064647603.9,49719390050877.1,55090863284051.6,56013534785820.3,6.10463833375593
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,43519848651.7863,42419967120.3491,49357021176.5513,60920765155.4204,86057756449.2173,290607941422.124,232587271032.748,212921069101.947,214701499607.543,207046319398.622,226768534647.03,238039780716.817,241069993446.627,394420886654.357,220387557174.751,240832782326.478,278678326342.528,266344271362.127,305714135441.123,332450589560.568,414233839145.69,516904887534.5,652732381891.409,1562109741135.42,1334011121882.86,1217513931539.13,1294933204784.59,1348307586808.15,1421160801515.26,1308382294199.16,1429588429473.92,1612324668164.53,6.94656766339532
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,7870516442.7003,8854444228.01631,10432353641.9697,13000903185.4266,20195896869.2089,54430175682.7987,52658286980.5759,52176614051.1879,50257275477.2471,49329292752.8962,56349718832.8804,62054839423.0691,64562256112.8741,74906851774.9761,109039291186.288,116942513682.564,129662529705.503,130206285495.107,139256082315.694,166347398195.548,200138874578.177,238393416493.659,277387442226.425,532806126587.156,454984827185.882,446993497560.632,482865468720.16,530086499061.063,522141646080.053,453727992926.427,540833833541.343,633046575611.157,8.43734676276078
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,85711844745.381,91169238617.0067,91653327298.4656,104781402787.846,126934580819.779,258792952697.994,273951368607.722,272676312680.721,296510765025.754,314034899880.353,348690416778.919,374679367843.736,378112968995.079,407066728402.152,558258844530.031,598146534949.588,630242098666.016,645678633202.568,677426539845.302,791026613085.975,917083438858.519,1050602379999.63,1196088124853.08,2587787935996.42,2704835939982.51,3010757329892.83,3433883301221.75,3534209044993.87,3658004814522.01,3490012356687.83,4062783801939.27,4361631457999.02,7.55694312727314
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,85711844745.381,91169238617.0067,91653327298.4656,104781402787.846,126934580819.779,258792952697.994,273951368607.722,272676312680.721,296510765025.754,314034899880.353,348690416778.919,374679367843.736,378112968995.079,407066728402.152,558258844530.031,598146534949.588,630242098666.016,645678633202.568,677426539845.302,791026613085.975,917083438858.519,1050602379999.63,1196088124853.08,2587787935996.42,2704835939982.51,3010757329892.83,3433883301221.75,3534209044993.87,3658004814522.01,3490012356687.83,4062783801939.27,4361631457999.02,7.55694312727314
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,67263493916.4895,68574658267.439,77110721964.5527,99513486866.7772,127887926562.716,357757127665.331,314844448352.916,275683682181.118,254455395790.1,261402850880.429,297209471954.192,313579138925.446,319563247910.21,375424931159.041,396136552874.172,400026185636.782,424444223042.831,407309506890.501,443193859516.715,558250655633.107,693314583942.316,823361208064.246,973527213201.024,1900848872303.11,1695993210500.23,1576539841411.97,1705941956337.72,1774221939062.45,1823372470680,1714053357042.69,1926457861345.46,2047347019065.53,6.56862008766464
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,67248358817.6012,68555667236.6278,77082698723.1833,99480296893.0421,127850076182.423,357608755228.595,314695230286.82,275527482096.399,254278552801.717,261182778464.138,296944898332.112,313276890344.114,319238233553.956,375031690306.907,395484290671.911,399358172061.349,423785327342.337,406642457658.928,442445993204.257,557495188798.273,692416392727.324,822378325932.186,972440937663.848,1899461295889.25,1694601782532.9,1575080887302.15,1704412183051.23,1772634125817.16,1821727380112.95,1712869841645.04,1925171173472.27,2045758612586.37,6.56756027962188
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,67263493916.4895,68574658267.439,77110721964.5527,99513486866.7772,127887926562.716,357757127665.331,314844448352.916,275683682181.118,254455395790.1,261402850880.429,297209471954.192,313579138925.446,319563247910.21,375424931159.041,396136552874.173,400026185636.782,424444223042.831,407309506890.501,443193859516.715,558250655633.107,693314583942.317,823361208064.246,973527213201.024,1900848872303.11,1695993210500.23,1576539841411.97,1705941956337.72,1774221939062.45,1823372470680,1714053357042.69,1926457861345.46,2047347019065.53,6.56862008766464
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,430722632315.813,467247859712.139,531816361499.834,694386737370.909,868560009321.687,1791984785032.27,1695520751625.61,1802314273336.5,1834108045681.45,1857700185343.29,1989957753559.59,2185346524589.52,2333154208117.54,2756767439045.53,4166274273158.31,3987442722574.91,4418290422685.49,4434160160761.07,4499020434440.66,5052354848145.16,6029942150777.52,7222694384206.55,8602214788409.79,21825453186268.7,20518584369299,20476321992810.5,22654892975159,24340482542310.2,24792971685094.9,23928189369748.5,28475143446764,30055338614864.1,8.16409854516817
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,2997270495500.1,3310475491926.64,3816822738898.91,4657445187869.57,5366817636381.24,11610171959211.8,11840481044980.5,12311633033275.5,12897178603739.5,15252515336773.9,17372959408471.9,19394022898347,20266663642625.5,22861712031487.9,31552853706969.6,32752012211615.9,33845583188359.9,33631012546213.1,34925116624464.4,39161645364740.6,44133615904574.9,47793587715631.1,51791096256796.5,79756517210011,75215062596594.9,76486454870400.4,81442048665487.8,86502223934428.3,87728102156402.9,85215150558552.1,96882397612409.2,100562011134034,6.75590869950413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
